코드,시도,시군구,읍면동,위도,경도
4128161000,경기도,고양시 덕양구,능곡동,37.622785,126.818229
4128162100,경기도,고양시 덕양구,화정1동,37.644706,126.833553
4128162200,경기도,고양시 덕양구,화정2동,37.630554,126.835688
4128163000,경기도,고양시 덕양구,행주동,37.618405,126.825287
4128164000,경기도,고양시 덕양구,행신1동,37.622349,126.836032
4128165000,경기도,고양시 덕양구,행신2동,37.615129,126.832916
4128165500,경기도,고양시 덕양구,행신3동,37.626411,126.838596
4128166000,경기도,고양시 덕양구,화전동,37.606744,126.872233
4128167000,경기도,고양시 덕양구,대덕동,37.585526,126.875214
4128551000,경기도,고양시 일산동구,식사동,37.678915,126.816103
4128552000,경기도,고양시 일산동구,중산동,37.686083,126.784743
4128553000,경기도,고양시 일산동구,정발산동,37.670462,126.778004
4128554000,경기도,고양시 일산동구,풍산동,37.664083,126.799904
4128555100,경기도,고양시 일산동구,백석1동,37.650040,126.792357
4128555200,경기도,고양시 일산동구,백석2동,37.642856,126.786785
4128556000,경기도,고양시 일산동구,마두1동,37.655761,126.789646
4128557000,경기도,고양시 일산동구,마두2동,37.653608,126.784411
4128558000,경기도,고양시 일산동구,장항1동,37.641720,126.770226
4128559000,경기도,고양시 일산동구,장항2동,37.649922,126.778239
4128560000,경기도,고양시 일산동구,고봉동,37.701902,126.827191
4128751000,경기도,고양시 일산서구,일산1동,37.687141,126.768547
4128752000,경기도,고양시 일산서구,일산2동,37.684538,126.777286
4128753000,경기도,고양시 일산서구,일산3동,37.676942,126.770359
4128754000,경기도,고양시 일산서구,탄현동,37.697748,126.768757
4128755000,경기도,고양시 일산서구,주엽1동,37.670093,126.763297
4128756000,경기도,고양시 일산서구,주엽2동,37.674018,126.760421
4128757000,경기도,고양시 일산서구,대화동,37.672130,126.741250
4128758000,경기도,고양시 일산서구,송포동,37.671511,126.735559
4128759000,경기도,고양시 일산서구,송산동,37.690911,126.754346
4129051000,경기도,과천시,중앙동,37.433968,126.976933
4129052000,경기도,과천시,갈현동,37.415445,126.979376
4129053000,경기도,과천시,별양동,37.427821,126.995648
4129054000,경기도,과천시,부림동,37.435318,126.998892
4129055000,경기도,과천시,과천동,37.451762,126.996741
4129056000,경기도,과천시,문원동,37.417850,127.002435
4131051000,경기도,구리시,갈매동,37.631643,127.118113
4131052000,경기도,구리시,동구동,37.611797,127.139483
4131053000,경기도,구리시,인창동,37.613666,127.132529
4131054100,경기도,구리시,교문1동,37.601151,127.127771
4131054200,경기도,구리시,교문2동,37.587043,127.134129
4131057000,경기도,구리시,수택1동,37.596514,127.149171
4131058000,경기도,구리시,수택2동,37.593345,127.139650
4131059000,경기도,구리시,수택3동,37.591509,127.138629
4136025000,경기도,남양주시,와부읍,37.594026,127.247094
4136025300,경기도,남양주시,진접읍,37.725539,127.193674
4136025600,경기도,남양주시,화도읍,37.652823,127.315926
4136025700,경기도,남양주시,화도읍동부출장소,37.652823,127.315926
4136025900,경기도,남양주시,진건읍,37.656669,127.183788
4136026200,경기도,남양주시,오남읍,37.693814,127.231448
4136031000,경기도,남양주시,별내면,37.709877,127.126226
4136034000,경기도,남양주시,수동면,37.726333,127.304076
4136036000,경기도,남양주시,조안면,37.566800,127.299043
4136037000,경기도,남양주시,퇴계원면,37.653497,127.143195
4136051000,경기도,남양주시,호평동,37.663845,127.249518
4136052000,경기도,남양주시,평내동,37.646444,127.235188
4136053000,경기도,남양주시,금곡동,37.632038,127.212144
4136054000,경기도,남양주시,양정동,37.616370,127.187163
4136054500,경기도,남양주시,다산1동,37.618575,127.158446
4136056500,경기도,남양주시,다산2동,37.598964,127.169335
4136057000,경기도,남양주시,별내동,37.666287,127.114484
4137051000,경기도,오산시,중앙동,37.149233,127.070567
4137053000,경기도,오산시,남촌동,37.154574,127.063410
4137054000,경기도,오산시,신장동,37.160084,127.063927
4137055000,경기도,오산시,세마동,37.188257,127.040795
4137056000,경기도,오산시,초평동,37.139866,127.040641
4137057000,경기도,오산시,대원동,37.138690,127.071754
4139051000,경기도,시흥시,대야동,37.455404,126.788226
4139052000,경기도,시흥시,신천동,37.438687,126.780077
4139053100,경기도,시흥시,신현동,37.406170,126.784591
4139054000,경기도,시흥시,은행동,37.433712,126.799310
4139055000,경기도,시흥시,매화동,37.415894,126.811433
4139057000,경기도,시흥시,목감동,37.391185,126.870005
4139058100,경기도,시흥시,군자동,37.360933,126.794747
4139058200,경기도,시흥시,월곶동,37.383883,126.758258
4139058900,경기도,시흥시,정왕본동,37.349328,126.746276
4139059100,경기도,시흥시,정왕1동,37.340157,126.743912
4139059200,경기도,시흥시,정왕2동,37.351062,126.728888
4139059300,경기도,시흥시,정왕3동,37.357631,126.726430
4139059400,경기도,시흥시,정왕4동,37.365648,126.732063
4139059500,경기도,시흥시,배곧동,37.380063,126.802797
4139062100,경기도,시흥시,과림동,37.442101,126.831744
4139063000,경기도,시흥시,연성동,37.381629,126.803528
4139063100,경기도,시흥시,장곡동,37.382649,126.783345
4139064000,경기도,시흥시,능곡동,37.368821,126.811183
4141051000,경기도,군포시,군포1동,37.353633,126.945584
4141052000,경기도,군포시,군포2동,37.346278,126.943317
4141054000,경기도,군포시,산본1동,37.373349,126.938556
4141055000,경기도,군포시,산본2동,37.370007,126.932710
4141056000,경기도,군포시,금정동,37.360710,126.939908
4141057000,경기도,군포시,재궁동,37.358468,126.939037
4141058000,경기도,군포시,오금동,37.351029,126.929525
4141059000,경기도,군포시,수리동,37.356025,126.921011
4141060000,경기도,군포시,궁내동,37.359654,126.921794
4141061000,경기도,군포시,대야동,37.330238,126.915298
4141062000,경기도,군포시,광정동,37.362089,126.927934
4143051000,경기도,의왕시,고천동,37.345427,126.969422
4143052000,경기도,의왕시,부곡동,37.318636,126.956780
4143053000,경기도,의왕시,오전동,37.359167,126.983774
4143054000,경기도,의왕시,내손1동,37.378254,126.975692
4143055000,경기도,의왕시,내손2동,37.387630,126.981493
4143056000,경기도,의왕시,청계동,37.401286,127.020545
4145051000,경기도,하남시,천현동,37.528135,127.214392
4145052000,경기도,하남시,신장1동,37.538789,127.209584
4145053000,경기도,하남시,신장2동,37.541738,127.214012
4145054000,경기도,하남시,덕풍1동,37.533557,127.200577
4145055000,경기도,하남시,덕풍2동,37.542397,127.198151
4145056000,경기도,하남시,덕풍3동,37.543897,127.206735
4145057000,경기도,하남시,풍산동,37.550388,127.190042
4145058000,경기도,하남시,감북동,37.522207,127.157030
4145058500,경기도,하남시,위례동,37.479837,127.155437
4145059000,경기도,하남시,춘궁동,37.522872,127.188925
4145060000,경기도,하남시,초이동,37.536099,127.166842
4145061000,경기도,하남시,미사1동,37.539257,127.214853
4145062000,경기도,하남시,미사2동,37.539257,127.214853
4146125000,경기도,용인시 처인구,포곡읍,37.290497,127.217546
4146125300,경기도,용인시 처인구,모현읍,37.326446,127.218155
4146125600,경기도,용인시 처인구,이동읍,37.164697,127.211144
4146132000,경기도,용인시 처인구,남사면,37.132647,127.156632
4146134000,경기도,용인시 처인구,원삼면,37.163233,127.313315
4146135000,경기도,용인시 처인구,백암면,37.143757,127.379791
4146136000,경기도,용인시 처인구,양지면,37.241935,127.288628
4146151000,경기도,용인시 처인구,중앙동,37.234244,127.205686
4146152000,경기도,용인시 처인구,역삼동,37.233930,127.187286
4146153000,경기도,용인시 처인구,유림동,37.252486,127.211695
4146154000,경기도,용인시 처인구,동부동,37.232730,127.219293
4146351000,경기도,용인시 기흥구,신갈동,37.283085,127.101379
4146351500,경기도,용인시 기흥구,영덕동,37.272983,127.082511
4146352000,경기도,용인시 기흥구,구갈동,37.277480,127.122961
4146353000,경기도,용인시 기흥구,상갈동,37.265514,127.110867
4146354000,경기도,용인시 기흥구,기흥동,37.242943,127.102701
4146355000,경기도,용인시 기흥구,서농동,37.246844,127.073383
4146356000,경기도,용인시 기흥구,구성동,37.296851,127.119014
4146357000,경기도,용인시 기흥구,마북동,37.306691,127.127495
4146358500,경기도,용인시 기흥구,동백동,37.285545,127.162744
4146358600,경기도,용인시 기흥구,상하동,37.261609,127.143460
4146359000,경기도,용인시 기흥구,보정동,37.309359,127.107113
4146551000,경기도,용인시 수지구,풍덕천1동,37.327982,127.094943
4146552000,경기도,용인시 수지구,풍덕천2동,37.319484,127.088964
4146553000,경기도,용인시 수지구,신봉동,37.332349,127.057619
4146554000,경기도,용인시 수지구,죽전1동,37.331109,127.113931
4146555000,경기도,용인시 수지구,죽전2동,37.325918,127.106714
4146556000,경기도,용인시 수지구,동천동,37.341275,127.076546
4146557000,경기도,용인시 수지구,상현1동,37.304564,127.081090
4146558000,경기도,용인시 수지구,상현2동,37.309583,127.085722
4146559000,경기도,용인시 수지구,성복동,37.319316,127.060546
4148025000,경기도,파주시,문산읍,37.874165,126.780387
4148025300,경기도,파주시,파주읍,37.828603,126.814897
4148025600,경기도,파주시,법원읍,37.867114,126.892950
4148026200,경기도,파주시,조리읍,37.750840,126.823083
4148031000,경기도,파주시,월롱면,37.796855,126.789459
4148032000,경기도,파주시,탄현면,37.805078,126.710188
4148035000,경기도,파주시,광탄면,37.776678,126.882995
4148036000,경기도,파주시,파평면,37.914314,126.851302
4148037000,경기도,파주시,적성면,37.958285,126.931001
4148038000,경기도,파주시,군내면,37.932562,126.728154
4148038700,경기도,파주시,장단출장소,37.760141,126.779958
4148039000,경기도,파주시,장단면,37.873336,126.706907
4148040000,경기도,파주시,진동면,37.942565,126.798620
4148041000,경기도,파주시,진서면,37.955396,126.711899
4148051000,경기도,파주시,금촌1동,37.766346,126.776212
4148052000,경기도,파주시,금촌2동,37.751580,126.777205
4148053000,경기도,파주시,금촌3동,37.771363,126.777775
4148054000,경기도,파주시,교하동,37.750432,126.752793
4148055000,경기도,파주시,운정1동,37.725825,126.758684
4148056000,경기도,파주시,운정2동,37.729040,126.746606
4148057000,경기도,파주시,운정3동,37.711990,126.745442
4150025000,경기도,이천시,장호원읍,37.134708,127.596404
4150025300,경기도,이천시,부발읍,37.273133,127.506993
4150031000,경기도,이천시,신둔면,37.313656,127.410405
4150032000,경기도,이천시,백사면,37.325545,127.482538
4150033000,경기도,이천시,호법면,37.215200,127.411960
4150034000,경기도,이천시,마장면,37.249663,127.370808
4150035000,경기도,이천시,대월면,37.212945,127.497696
4150036000,경기도,이천시,모가면,37.170727,127.456728
4150037000,경기도,이천시,설성면,37.139545,127.523102
4150038000,경기도,이천시,율면,37.075658,127.546918
4150051000,경기도,이천시,창전동,37.283484,127.445228
4150051500,경기도,이천시,증포동,37.293251,127.454777
4150052000,경기도,이천시,중리동,37.275128,127.440891
4150053000,경기도,이천시,관고동,37.279966,127.425632
4155025000,경기도,안성시,공도읍,36.994714,127.173594
4155031000,경기도,안성시,보개면,37.056056,127.313776
4155032000,경기도,안성시,금광면,36.981641,127.344267
4155033000,경기도,안성시,서운면,36.936710,127.267227
4155034000,경기도,안성시,미양면,36.969666,127.223482
4155035000,경기도,안성시,대덕면,37.034736,127.238511
4155036000,경기도,안성시,양성면,37.081879,127.219966
4155038000,경기도,안성시,원곡면,37.055957,127.147104
4155039000,경기도,안성시,일죽면,37.098330,127.468743
4155040000,경기도,안성시,죽산면,37.048675,127.421814
4155041000,경기도,안성시,삼죽면,37.067875,127.366567
4155042000,경기도,안성시,고삼면,37.092336,127.271490
4155051000,경기도,안성시,안성1동,37.005673,127.274240
4155052000,경기도,안성시,안성2동,37.000601,127.270119
4155053000,경기도,안성시,안성3동,37.014203,127.257752
4157025000,경기도,김포시,통진읍,37.695995,126.599599
4157025300,경기도,김포시,고촌읍,37.606513,126.762845
4157025600,경기도,김포시,양촌읍,37.645414,126.628820
4157034000,경기도,김포시,대곶면,37.646719,126.571709
4157035000,경기도,김포시,월곶면,37.736397,126.554286
4157036000,경기도,김포시,하성면,37.736667,126.641297
4157051500,경기도,김포시,김포본동,37.631658,126.707176
4157052500,경기도,김포시,장기본동,37.648669,126.662744
4157054000,경기도,김포시,사우동,37.619078,126.726083
4157055000,경기도,김포시,풍무동,37.606153,126.722317
4157056000,경기도,김포시,장기동,37.644328,126.671671
4157057000,경기도,김포시,구래동,37.643805,126.629088
4157058000,경기도,김포시,운양동,37.657163,126.685801
4159025300,경기도,화성시,봉담읍,37.203917,126.939222
4159025600,경기도,화성시,우정읍,37.080269,126.786991
4159025900,경기도,화성시,향남읍,37.114590,126.927023
4159026200,경기도,화성시,남양읍,37.209802,126.996269
4159031000,경기도,화성시,매송면,37.263642,126.906682
4159032000,경기도,화성시,비봉면,37.231884,126.871677
4159033000,경기도,화성시,마도면,37.192014,126.762747
4159034000,경기도,화성시,송산면,37.230160,126.719077
4159035000,경기도,화성시,서신면,37.164258,126.695252
4159036000,경기도,화성시,팔탄면,37.153723,126.882070
4159037000,경기도,화성시,장안면,37.073825,126.840994
4159040000,경기도,화성시,양감면,37.088336,126.959922
4159041000,경기도,화성시,정남면,37.161823,126.986129
4159051500,경기도,화성시,새솔동,37.274893,126.828222
4159052000,경기도,화성시,진안동,37.215286,127.033749
4159053000,경기도,화성시,병점1동,37.206917,127.037269
4159054000,경기도,화성시,병점2동,37.211604,127.043068
4159055000,경기도,화성시,반월동,37.226802,127.060624
4159056000,경기도,화성시,기배동,37.224009,126.984283
4159057000,경기도,화성시,화산동,37.205484,127.014295
4159058500,경기도,화성시,동탄1동,37.206464,127.071950
4159058600,경기도,화성시,동탄2동,37.196905,127.072236
4159058700,경기도,화성시,동탄3동,37.209928,127.058817
4159058800,경기도,화성시,동탄4동,37.199790,127.112393
4159059000,경기도,화성시,동탄5동,37.209912,127.127337
4159060000,경기도,화성시,동탄6동,37.173370,127.114819
4161025000,경기도,광주시,오포읍,37.361719,127.212111
4161025300,경기도,광주시,초월읍,37.396867,127.311132
4161025900,경기도,광주시,곤지암읍,37.363948,127.382466
4161033000,경기도,광주시,도척면,37.308099,127.315474
4161034000,경기도,광주시,퇴촌면,37.454133,127.340051
4161035000,경기도,광주시,남종면,37.502861,127.320678
4161037000,경기도,광주시,남한산성면,37.459513,127.234123
4161051000,경기도,광주시,경안동,37.410236,127.252733
4161052000,경기도,광주시,송정동,37.425111,127.262618
4161053000,경기도,광주시,광남동,37.389057,127.229838
4163025000,경기도,양주시,백석읍,37.788907,126.977622
4163031000,경기도,양주시,은현면,37.869246,127.023953
4163032000,경기도,양주시,남면,37.896036,126.979780
4163033000,경기도,양주시,광적면,37.830047,126.952984
4163034000,경기도,양주시,장흥면,37.717343,126.963464
4163051000,경기도,양주시,양주1동,37.773254,127.043798
4163052000,경기도,양주시,양주2동,37.796827,127.080295
4163053000,경기도,양주시,회천1동,37.844135,127.066108
4163054000,경기도,양주시,회천2동,37.822472,127.047741
4163055000,경기도,양주시,회천3동,37.837778,127.068880
4163056000,경기도,양주시,회천4동,37.832900,127.090367
4165025000,경기도,포천시,소흘읍,37.794298,127.149043
4165031000,경기도,포천시,군내면,37.877339,127.229556
4165032000,경기도,포천시,내촌면,37.797620,127.235358
4165033000,경기도,포천시,가산면,37.833901,127.201050
4165034000,경기도,포천시,신북면,37.944896,127.171213
4165035000,경기도,포천시,창수면,38.022899,127.176987
4165036000,경기도,포천시,영중면,38.002668,127.251942
4165037000,경기도,포천시,일동면,37.964282,127.324291
4165038000,경기도,포천시,이동면,38.051807,127.385482
4165039000,경기도,포천시,영북면,38.073836,127.285102
4165040000,경기도,포천시,관인면,38.129136,127.225172
4165041000,경기도,포천시,화현면,37.898045,127.285271
4165051000,경기도,포천시,포천동,37.898163,127.200106
4165052000,경기도,포천시,선단동,37.862459,127.157783
4167025000,경기도,여주시,가남읍,37.209184,127.580168
4167031000,경기도,여주시,점동면,37.191141,127.683927
4167032000,경기도,여주시,흥천면,37.345383,127.533395
4167033000,경기도,여주시,금사면,37.396518,127.497648
4167034000,경기도,여주시,능서면,37.294115,127.577835
4167035000,경기도,여주시,대신면,37.377597,127.602480
4167036000,경기도,여주시,북내면,37.356275,127.689139
4167037000,경기도,여주시,강천면,37.288478,127.726445
4167038000,경기도,여주시,산북면,37.409262,127.442042
4167051000,경기도,여주시,여흥동,37.294977,127.639843
4167052000,경기도,여주시,중앙동,37.294932,127.639820
4167053000,경기도,여주시,오학동,37.313358,127.651251
4180025000,경기도,연천군,연천읍,38.100272,127.114677
4180025300,경기도,연천군,전곡읍,37.994412,127.037155
4180031000,경기도,연천군,군남면,38.074901,127.037890
4180032000,경기도,연천군,청산면,38.010791,127.102066
4180033000,경기도,연천군,백학면,38.028813,126.904645
4180034000,경기도,연천군,미산면,38.036321,126.976949
4180035000,경기도,연천군,왕징면,38.096531,126.943173
4180036000,경기도,연천군,신서면,38.191946,127.112381
4180037000,경기도,연천군,중면,38.166228,127.007168
4180038000,경기도,연천군,장남면,37.994031,126.851278
4182025000,경기도,가평군,가평읍,37.828819,127.487518
4182031000,경기도,가평군,설악면,37.653329,127.499130
4182032500,경기도,가평군,청평면,37.729763,127.429312
4182033000,경기도,가평군,상면,37.790761,127.337773
4182034500,경기도,가평군,조종면,37.867111,127.371744
4182035000,경기도,가평군,북면,37.944520,127.494111
4183025000,경기도,양평군,양평읍,37.493552,127.514053
4183031000,경기도,양평군,강상면,37.461066,127.467679
4183032000,경기도,양평군,강하면,37.468091,127.411749
4183033000,경기도,양평군,양서면,37.541277,127.380248
4183034000,경기도,양평군,옥천면,37.551780,127.486501
4183035000,경기도,양평군,서종면,37.609324,127.406323
4183036000,경기도,양평군,단월면,37.582619,127.635846
4183037000,경기도,양평군,청운면,37.548212,127.752196
4183038000,경기도,양평군,양동면,37.442818,127.742203
4183039500,경기도,양평군,지평면,37.448685,127.651415
4183040000,경기도,양평군,용문면,37.519775,127.588095
4183041000,경기도,양평군,개군면,37.439898,127.549489
1111010100,서울특별시,종로구,청운동,37.587111,126.969069
1111010200,서울특별시,종로구,신교동,37.583911,126.968354
1111010300,서울특별시,종로구,궁정동,37.584381,126.971489
1111010400,서울특별시,종로구,효자동,37.582416,126.97167
1111010500,서울특별시,종로구,창성동,37.580363,126.972065
1111010600,서울특별시,종로구,통의동,37.578307,126.972872
1111010700,서울특별시,종로구,적선동,37.576122,126.973453
1111010800,서울특별시,종로구,통인동,37.580141,126.970127
1111010900,서울특별시,종로구,누상동,37.580478,126.965838
1111011000,서울특별시,종로구,누하동,37.579423,126.968521
1111011100,서울특별시,종로구,옥인동,37.582175,126.967275
1111011200,서울특별시,종로구,체부동,37.577645,126.970877
1111011300,서울특별시,종로구,필운동,37.577076,126.968848
1111011400,서울특별시,종로구,내자동,37.575641,126.971177
1111011500,서울특별시,종로구,사직동,37.573711,126.966295
1111011600,서울특별시,종로구,도렴동,37.572445,126.975158
1111011700,서울특별시,종로구,당주동,37.571429,126.97457
1111011800,서울특별시,종로구,내수동,37.573113,126.971819
1111011900,서울특별시,종로구,세종로,37.572655,126.976742
1111012000,서울특별시,종로구,신문로1가,37.570366,126.973968
1111012100,서울특별시,종로구,신문로2가,37.571299,126.968815
1111012200,서울특별시,종로구,청진동,37.571886,126.980676
1111012300,서울특별시,종로구,서린동,37.569668,126.979809
1111012400,서울특별시,종로구,수송동,37.573994,126.981139
1111012500,서울특별시,종로구,중학동,37.575301,126.979265
1111012600,서울특별시,종로구,종로1가,37.570479,126.980434
1111012700,서울특별시,종로구,공평동,37.571692,126.982996
1111012800,서울특별시,종로구,관훈동,37.574336,126.984857
1111012900,서울특별시,종로구,견지동,37.573529,126.983065
1111013000,서울특별시,종로구,와룡동,37.57695,126.991141
1111013100,서울특별시,종로구,권농동,37.575619,126.991498
1111013200,서울특별시,종로구,운니동,37.576159,126.989206
1111013300,서울특별시,종로구,익선동,37.574082,126.989819
1111013400,서울특별시,종로구,경운동,37.574538,126.986664
1111013500,서울특별시,종로구,관철동,37.569182,126.986053
1111013600,서울특별시,종로구,인사동,37.571837,126.986206
1111013700,서울특별시,종로구,낙원동,37.572558,126.988732
1111013800,서울특별시,종로구,종로2가,37.570195,126.986454
1111013900,서울특별시,종로구,팔판동,37.582882,126.980836
1111014000,서울특별시,종로구,삼청동,37.585404,126.982123
1111014100,서울특별시,종로구,안국동,37.577515,126.983939
1111014200,서울특별시,종로구,소격동,37.580122,126.981424
1111014300,서울특별시,종로구,화동,37.580693,126.982268
1111014400,서울특별시,종로구,사간동,37.577668,126.980593
1111014500,서울특별시,종로구,송현동,37.577322,126.982187
1111014600,서울특별시,종로구,가회동,37.582235,126.984666
1111014700,서울특별시,종로구,재동,37.578363,126.985575
1111014800,서울특별시,종로구,계동,37.581321,126.987016
1111014900,서울특별시,종로구,원서동,37.581687,126.988696
1111015000,서울특별시,종로구,훈정동,37.57098,126.995131
1111015100,서울특별시,종로구,묘동,37.572598,126.991715
1111015200,서울특별시,종로구,봉익동,37.572398,126.992873
1111015300,서울특별시,종로구,돈의동,37.572085,126.990736
1111015400,서울특별시,종로구,장사동,37.569411,126.99383
1111015500,서울특별시,종로구,관수동,37.5692,126.990527
1111015600,서울특별시,종로구,종로3가,37.570337,126.992072
1111015700,서울특별시,종로구,인의동,37.573102,126.997921
1111015800,서울특별시,종로구,예지동,37.569643,126.997971
1111015900,서울특별시,종로구,원남동,37.575326,126.997429
1111016000,서울특별시,종로구,연지동,37.57359,126.999447
1111016100,서울특별시,종로구,종로4가,37.570618,126.998135
1111016200,서울특별시,종로구,효제동,37.572859,127.003417
1111016300,서울특별시,종로구,종로5가,37.57054,127.003794
1111016400,서울특별시,종로구,종로6가,37.572572,127.006996
1111016500,서울특별시,종로구,이화동,37.577066,127.006358
1111016600,서울특별시,종로구,연건동,37.5775,127.000903
1111016700,서울특별시,종로구,충신동,37.575189,127.006471
1111016800,서울특별시,종로구,동숭동,37.581654,127.005083
1111016900,서울특별시,종로구,혜화동,37.587955,127.001157
1111017000,서울특별시,종로구,명륜1가,37.588347,126.997733
1111017100,서울특별시,종로구,명륜2가,37.584521,126.998638
1111017200,서울특별시,종로구,명륜4가,37.582225,127.000008
1111017300,서울특별시,종로구,명륜3가,37.588359,126.994739
1111017400,서울특별시,종로구,창신동,37.574729,127.012062
1111017500,서울특별시,종로구,숭인동,37.575979,127.018802
1111017600,서울특별시,종로구,교남동,37.567917,126.965108
1111017700,서울특별시,종로구,평동,37.567121,126.967018
1111017800,서울특별시,종로구,송월동,37.569779,126.96576
1111017900,서울특별시,종로구,홍파동,37.571862,126.965154
1111018000,서울특별시,종로구,교북동,37.572612,126.960436
1111018100,서울특별시,종로구,행촌동,37.574294,126.962469
1111018200,서울특별시,종로구,구기동,37.609211,126.957246
1111018300,서울특별시,종로구,평창동,37.61042,126.969837
1111018400,서울특별시,종로구,부암동,37.594148,126.964248
1111018500,서울특별시,종로구,홍지동,37.60031,126.957773
1111018600,서울특별시,종로구,신영동,37.602696,126.961378
1111018700,서울특별시,종로구,무악동,37.575906,126.959334
1114010100,서울특별시,중구,무교동,37.567732,126.979171
1114010200,서울특별시,중구,다동,37.567577,126.981026
1114010300,서울특별시,중구,태평로1가,37.568174,126.976805
1114010400,서울특별시,중구,을지로1가,37.566295,126.980137
1114010500,서울특별시,중구,을지로2가,37.565757,126.985892
1114010600,서울특별시,중구,남대문로1가,37.567451,126.982976
1114010700,서울특별시,중구,삼각동,37.567588,126.983748
1114010800,서울특별시,중구,수하동,37.567242,126.984082
1114010900,서울특별시,중구,장교동,37.567116,126.987193
1114011000,서울특별시,중구,수표동,37.567358,126.989674
1114011100,서울특별시,중구,소공동,37.563731,126.980135
1114011200,서울특별시,중구,남창동,37.55845,126.977464
1114011300,서울특별시,중구,북창동,37.5625,126.978056
1114011400,서울특별시,중구,태평로2가,37.563334,126.976861
1114011500,서울특별시,중구,남대문로2가,37.563785,126.981752
1114011600,서울특별시,중구,남대문로3가,37.561033,126.978259
1114011700,서울특별시,중구,남대문로4가,37.560635,126.976863
1114011800,서울특별시,중구,남대문로5가,37.557154,126.974366
1114011900,서울특별시,중구,봉래동1가,37.558687,126.972589
1114012000,서울특별시,중구,봉래동2가,37.557841,126.97062
1114012100,서울특별시,중구,회현동1가,37.557439,126.980748
1114012200,서울특별시,중구,회현동2가,37.558033,126.983443
1114012300,서울특별시,중구,회현동3가,37.56006,126.984082
1114012400,서울특별시,중구,충무로1가,37.561279,126.98343
1114012500,서울특별시,중구,충무로2가,37.561903,126.987942
1114012600,서울특별시,중구,명동1가,37.564135,126.984148
1114012700,서울특별시,중구,명동2가,37.56288,126.984505
1114012800,서울특별시,중구,남산동1가,37.55926,126.984605
1114012900,서울특별시,중구,남산동2가,37.558534,126.985813
1114013000,서울특별시,중구,남산동3가,37.560392,126.987105
1114013100,서울특별시,중구,저동1가,37.564362,126.987314
1114013200,서울특별시,중구,충무로4가,37.562463,126.995255
1114013300,서울특별시,중구,충무로5가,37.562923,126.999921
1114013400,서울특별시,중구,인현동2가,37.56378,126.995779
1114013500,서울특별시,중구,예관동,37.564357,126.99822
1114013600,서울특별시,중구,묵정동,37.561401,127.000871
1114013700,서울특별시,중구,필동1가,37.560992,126.992264
1114013800,서울특별시,중구,필동2가,37.55896,126.995427
1114013900,서울특별시,중구,필동3가,37.559069,126.997152
1114014000,서울특별시,중구,남학동,37.56041,126.99086
1114014100,서울특별시,중구,주자동,37.560755,126.98985
1114014200,서울특별시,중구,예장동,37.557397,126.990492
1114014300,서울특별시,중구,장충동1가,37.561397,127.007583
1114014400,서울특별시,중구,장충동2가,37.55991,127.00256
1114014500,서울특별시,중구,광희동1가,37.565194,127.005069
1114014600,서울특별시,중구,광희동2가,37.563799,127.008655
1114014700,서울특별시,중구,쌍림동,37.563176,127.004625
1114014800,서울특별시,중구,을지로6가,37.566868,127.00631
1114014900,서울특별시,중구,을지로7가,37.565117,127.009288
1114015000,서울특별시,중구,을지로4가,37.566587,126.998139
1114015100,서울특별시,중구,을지로5가,37.566455,127.001862
1114015200,서울특별시,중구,주교동,37.568136,126.999252
1114015300,서울특별시,중구,방산동,37.568469,127.001903
1114015400,서울특별시,중구,오장동,37.564685,127.0007
1114015500,서울특별시,중구,을지로3가,37.566292,126.992337
1114015600,서울특별시,중구,입정동,37.567709,126.993042
1114015700,서울특별시,중구,산림동,37.567564,126.996085
1114015800,서울특별시,중구,충무로3가,37.562676,126.991874
1114015900,서울특별시,중구,초동,37.564226,126.992375
1114016000,서울특별시,중구,인현동1가,37.564472,126.994232
1114016100,서울특별시,중구,저동2가,37.564385,126.990257
1114016200,서울특별시,중구,신당동,37.559441,127.013427
1114016300,서울특별시,중구,흥인동,37.566792,127.016839
1114016400,서울특별시,중구,무학동,37.564149,127.015091
1114016500,서울특별시,중구,황학동,37.56794,127.020367
1114016600,서울특별시,중구,서소문동,37.563075,126.974142
1114016700,서울특별시,중구,정동,37.566905,126.972078
1114016800,서울특별시,중구,순화동,37.562471,126.970566
1114016900,서울특별시,중구,의주로1가,37.564783,126.968176
1114017000,서울특별시,중구,충정로1가,37.567411,126.968642
1114017100,서울특별시,중구,중림동,37.558715,126.96584
1114017200,서울특별시,중구,의주로2가,37.559382,126.969985
1114017300,서울특별시,중구,만리동1가,37.556408,126.967319
1114017400,서울특별시,중구,만리동2가,37.553986,126.96415
1117010100,서울특별시,용산구,후암동,37.549171,126.978938
1117010200,서울특별시,용산구,용산동2가,37.544184,126.98511
1117010300,서울특별시,용산구,용산동4가,37.534964,126.986876
1117010400,서울특별시,용산구,갈월동,37.546267,126.972941
1117010500,서울특별시,용산구,남영동,37.542934,126.97341
1117010600,서울특별시,용산구,용산동1가,37.534968,126.977282
1117010700,서울특별시,용산구,동자동,37.551535,126.974137
1117010800,서울특별시,용산구,서계동,37.552113,126.966089
1117010900,서울특별시,용산구,청파동1가,37.54887,126.967046
1117011000,서울특별시,용산구,청파동2가,37.546067,126.967745
1117011100,서울특별시,용산구,청파동3가,37.543407,126.968276
1117011200,서울특별시,용산구,원효로1가,37.539977,126.966998
